Tone Start: 434
Tone Stop: 500004
6,308
443,336
874,382
1306,451
1737,432
2168,414
2600,378
3031,351
3463,347
3894,354
4325,377
4757,392
5188,405
5619,416
6051,411
6482,401
6913,390
7345,384
7776,394
8207,401
8639,402
9070,356
9501,364
9933,378
10364,377
10795,383
11227,375
11658,378
12091,385
12522,383
12954,387
13385,388
13816,380
14248,334
14679,352
15110,366
15542,372
15973,375
16404,377
16836,380
17267,387
17698,386
18130,336
18561,348
18992,360
19424,360
19855,371
20286,378
20718,383
21149,387
21580,380
22012,374
22443,372
22875,383
23306,385
23737,388
24169,384
24600,392
25031,397
25463,392
25894,398
26325,404
26757,407
27188,396
27619,397
28051,392
28482,399
28913,393
29345,389
29776,385
30207,380
30639,375
31070,377
31502,378
31933,383
32364,382
32796,387
33227,378
33658,382
34091,373
34522,375
34954,375
35385,376
35816,382
36248,384
36679,386
37110,392
37542,394
37973,344
38404,362
38836,372
39270,369
39702,377
40133,377
40564,382
40996,390
41427,395
41859,389
42290,385
42721,387
43153,385
43584,385
44015,386
44447,390
44878,395
45309,393
45741,390
46172,384
46603,391
47035,387
47466,384
47897,385
48329,385
48760,386
49191,390
49623,393
50054,388
50485,391
50917,386
51348,387
51779,384
52211,389
52642,382
53074,387
53505,387
53936,388
54368,390
54799,390
55230,397
55662,389
56093,392
56524,396
56956,400
57387,404
57818,405
58253,400
58685,403
59116,401
59547,396
59979,401
60410,394
60841,399
61273,392
61704,398
62135,389
62567,382
62998,387
63430,382
63861,334
64292,356
64724,365
65155,367
65586,371
66018,376
66449,379
66880,380
67312,376
67743,370
68174,375
68606,373
69037,373
69468,375
69900,376
70331,382
70762,375
71194,370
71625,383
72056,380
72488,391
72919,391
73351,390
73782,395
74213,392
74645,397
75076,392
75509,397
75940,397
76372,396
76803,399
77238,393
77669,393
78101,392
78532,397
78963,392
79395,394
79826,387
80257,380
80689,386
81120,391
81551,389
81983,384
82414,386
82846,387
83277,385
83708,380
84140,384
84571,385
85002,383
85434,377
85865,379
86296,375
86728,373
87159,374
87590,380
88022,385
88453,384
88884,388
89316,393
89747,393
90178,388
90610,392
91041,397
91472,394
91904,346
92335,366
92766,378
93198,388
93629,395
94061,390
94492,395
94923,390
95355,393
95786,395
96221,399
96652,392
97085,390
97517,396
97948,395
98379,394
98811,398
99242,395
99673,393
100105,390
100536,394
100967,393
101399,384
101830,335
102261,343
102693,353
103124,361
103555,363
103987,374
104418,382
104850,387
105281,389
105712,391
106144,390
106575,395
107006,395
107438,392
107869,394
108300,388
108732,392
109163,397
109594,400
110026,394
110457,399
110888,393
111320,392
111751,398
112182,399
112614,397
113045,391
113476,385
113908,386
114339,387
114771,390
115205,392
115637,390
116068,383
116499,383
116931,374
117362,368
117793,366
118225,362
118656,375
119089,371
119521,368
119952,380
120383,383
120815,381
121246,378
121677,387
122109,385
122540,385
122971,381
123403,378
123834,389
124265,395
124697,395
125128,390
125559,383
125991,384
126422,392
126854,396
127285,389
127716,389
128148,394
128579,385
129010,384
129442,388
129873,393
130304,394
130736,394
131167,399
131598,389
132030,382
132461,384
132892,387
133324,384
133755,385
134190,383
134621,378
135053,385
135484,387
135915,383
136347,379
136778,377
137209,375
137641,376
138072,372
138504,371
138935,372
139366,385
139798,385
140229,385
140660,379
141092,383
141523,382
141954,378
142386,379
142817,381
143248,382
143680,336
144111,306
144542,336
144974,346
145405,353
145836,359
146268,362
146699,365
147130,366
147562,378
147993,380
148425,389
148856,388
149287,388
149719,390
150150,390
150581,395
151013,387
151444,382
151875,373
152307,368
152738,375
153173,371
153604,376
154036,384
154467,387
154898,387
155330,388
155761,393
156192,394
156624,390
157055,397
157486,391
157918,392
158349,385
158780,389
159212,390
159643,394
160074,396
160508,391
160939,389
161370,386
161802,392
162233,398
162664,399
163096,398
163527,396
163958,398
164390,384
164821,378
165252,386
165684,388
166115,380
166546,331
166978,342
167409,356
167840,367
168272,369
168703,369
169134,375
169566,373
169997,378
170429,373
170860,372
171291,383
171723,384
172157,388
172589,392
173020,396
173451,399
173883,395
174314,388
174746,395
175177,395
175608,392
176040,397
176471,394
176902,398
177334,402
177765,403
178196,396
178628,396
179059,389
179490,389
179922,389
180353,387
180784,377
181216,377
181647,373
182078,375
182512,380
182943,383
183374,379
183806,378
184237,383
184668,384
185100,388
185531,393
185962,387
186394,385
186825,385
187256,383
187688,386
188119,378
188550,385
188982,386
189413,391
189845,396
190276,395
190707,397
191142,390
191573,398
192005,401
192436,398
192867,391
193299,387
193730,393
194161,394
194593,386
195024,380
195456,384
195887,395
196318,387
196750,391
197181,389
197612,382
198044,387
198475,381
198906,379
199338,378
199769,385
200200,380
200632,380
201063,384
201494,383
201926,379
202357,377
202788,380
203220,388
203651,389
204084,388
204516,388
204947,393
205378,393
205810,392
206241,387
206672,387
207104,389
207535,390
207966,397
208398,398
208829,402
209260,407
209692,398
210127,404
210558,404
210989,404
211421,407
211852,402
212283,351
212715,354
213146,369
213577,376
214009,385
214440,381
214872,375
215303,381
215734,373
216166,376
216597,386
217028,388
217460,389
217891,383
218322,385
218754,377
219185,375
219616,374
220048,379
220479,379
220910,380
221342,385
221773,382
222204,388
222636,397
223067,392
223499,397
223930,392
224361,396
224793,403
225224,403
225655,394
226088,416
226520,433
226951,370
227382,346
227814,360
228245,378
228677,387
229111,401
229543,399
229974,406
230405,419
230837,410
231268,348
231699,344
232131,331
232562,333
232994,341
233425,356
233856,383
234288,394
234719,385
235150,376
235582,373
236013,358
236444,352
236876,363
237307,371
237738,380
238170,380
238601,388
239032,378
239464,373
239895,372
240326,382
240758,392
241189,347
241620,359
242052,375
242483,377
242915,377
243346,378
243777,384
244209,391
244640,394
245071,400
245503,402
245934,404
246365,406
246797,403
247228,397
247659,384
248094,382
248526,375
248957,379
249388,372
249820,380
250251,383
250682,382
251114,385
251545,385
251977,381
252408,379
252839,371
253270,376
253702,382
254133,390
254564,394
254996,402
255427,406
255859,402
256290,390
256721,396
257153,397
257584,396
258015,400
258447,402
258878,405
259309,391
259741,396
260172,400
260603,395
261035,390
261466,394
261897,400
262329,389
262760,386
263191,393
263623,388
264054,387
264485,386
264917,341
265348,346
265780,361
266211,362
266642,374
267077,380
267510,384
267942,375
268373,372
268804,369
269236,373
269667,373
270098,376
270530,372
270961,369
271392,370
271824,370
272255,330
272686,350
273118,365
273549,369
273980,373
274412,376
274843,389
275274,386
275706,390
276137,396
276569,400
277000,403
277431,404
277863,406
278294,406
278725,405
279157,399
279588,396
280019,400
280451,401
280882,398
281313,386
281745,386
282176,390
282607,391
283039,384
283470,387
283902,382
284333,374
284764,377
285196,381
285627,383
286062,378
286493,385
286924,379
287356,380
287787,374
288218,383
288650,380
289083,376
289514,376
289946,385
290377,385
290808,388
291240,344
291671,362
292102,377
292534,384
292965,390
293396,393
293828,396
294259,398
294690,390
295122,385
295553,382
295985,386
296416,378
296847,383
297279,382
297710,387
298141,385
298573,378
299004,381
299435,377
299867,378
300298,382
300729,386
301161,375
301592,371
302023,376
302455,381
302886,382
303317,375
303749,380
304180,384
304612,376
305045,375
305477,375
305908,379
306340,380
306771,387
307202,390
307634,393
308065,394
308496,400
308928,351
309359,366
309790,370
310222,377
310653,381
311086,381
311518,384
311949,391
312380,385
312812,386
313243,389
313674,389
314106,387
314537,386
314968,381
315400,376
315831,382
316262,374
316694,368
317125,377
317556,377
317988,376
318419,379
318851,374
319282,369
319713,374
320144,382
320576,386
321007,379
321439,376
321870,383
322301,380
322733,387
323164,394
323595,396
324028,391
324459,388
324891,381
325322,388
325754,393
326185,398
326616,390
327048,394
327479,387
327910,383
328342,381
328773,382
329204,379
329636,380
330067,384
330498,390
330930,379
331361,379
331792,372
332224,382
332655,385
333088,378
333520,370
333951,324
334382,347
334814,351
335245,360
335676,373
336108,371
336539,369
336970,370
337402,381
337833,383
338264,385
338696,386
339127,392
339559,396
339990,389
340421,389
340853,389
341284,391
341715,394
342147,383
342578,390
343011,395
343443,395
343874,395
344305,396
344737,400
345168,401
345599,393
346031,390
346462,393
346894,392
347325,393
347756,388
348188,387
348619,387
349050,381
349482,377
349913,378
350344,368
350776,377
351207,371
351638,374
352070,383
352501,380
352932,387
353364,383
353795,378
354227,334
354658,342
355091,362
355522,374
355954,382
356385,336
356816,355
357248,362
357679,364
358110,381
358542,381
358973,383
359404,387
359836,382
360267,392
360698,387
361130,385
361561,390
361995,393
362426,394
362857,397
363289,394
363720,397
364151,393
364583,385
365014,383
365445,385
365877,381
366308,384
366740,387
367171,386
367602,339
368034,343
368465,351
368896,358
369328,357
369759,361
370190,364
370622,373
371053,375
371484,379
371916,383
372347,384
372778,389
373210,392
373641,385
374072,384
374504,382
374935,390
375366,383
375798,388
376229,382
376661,380
377092,384
377523,391
377955,391
378386,390
378817,385
379249,386
379680,391
380111,381
380543,384
380978,387
381409,385
381840,384
382272,385
382703,380
383134,385
383566,379
383997,381
384428,380
384860,383
385291,377
385722,381
386154,380
386585,389
387016,389
387448,388
387879,395
388311,388
388742,391
389173,390
389605,392
